# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 07:46:25 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
HIP 90988 b,HIP 90988,1,1,18h33m33.43s,278.3892816,-50d12m42.09s,-50.2116920,94.0349000,0.3884000,-0.3853000
HIP 91258 b,HIP 91258,1,1,18h36m53.07s,279.2211173,+61d42m05.42s,61.7015065,45.8846000,0.0661000,-0.0660000
HIP 94235 b,HIP 94235,2,1,19h10m57.87s,287.7411441,-60d16m21.49s,-60.2726358,58.5146000,0.1263000,-0.1258000
HIP 948 b,HIP 948,1,1,00h11m42.63s,2.9276336,-39d13m49.76s,-39.2304879,34.8523000,0.0582000,-0.0581000
HIP 9618 b,HIP 9618,1,2,02h03m37.20s,30.9050061,+21d16m52.78s,21.2813274,67.5478000,0.1566000,-0.1559000
HIP 9618 c,HIP 9618,1,2,02h03m37.20s,30.9050061,+21d16m52.78s,21.2813274,67.5478000,0.1566000,-0.1559000
HIP 97166 b,HIP 97166,1,2,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.9501000,0.1014000,-0.1012000
HIP 97166 c,HIP 97166,1,2,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.9501000,0.1014000,-0.1012000
HIP 97233 b,HIP 97233,1,1,19h45m41.31s,296.4221207,-00d41m48.77s,-0.6968794,102.2750000,0.4070000,-0.4040000
HIP 99770 b,HIP 99770,1,1,20h14m32.12s,303.6338344,+36d48m23.78s,36.8066046,40.0765000,0.2847000,-0.2807000
HN Lib b,HN Lib,1,1,14h34m16.44s,218.5684823,-12d31m01.22s,-12.5170062,6.2444200,0.0044550,-0.0044550
HN Peg b,HN Peg,1,1,21h44m31.58s,326.1315705,+14d46m17.23s,14.7714524,18.1186000,0.0201000,-0.0201000
HR 2562 b,HR 2562,1,1,06h50m01.03s,102.5042716,-60d14m55.24s,-60.2486775,34.0071000,0.0480000,-0.0478000
HR 5183 b,HR 5183,2,1,13h46m56.59s,206.7357992,+06d20m59.64s,6.3498994,31.4607000,0.0390000,-0.0389000
HR 810 b,HR 810,1,1,02h42m34.01s,40.6417178,-50d47m57.65s,-50.7993484,17.3181000,0.0162000,-0.0162000
HR 858 b,HR 858,2,3,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.9640000,0.0722000,-0.0720000
HR 858 c,HR 858,2,3,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.9640000,0.0722000,-0.0720000
HR 858 d,HR 858,2,3,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.9640000,0.0722000,-0.0720000
HR 8799 b,HR 8799,1,4,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000
HR 8799 c,HR 8799,1,4,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000
HR 8799 d,HR 8799,1,4,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000
HR 8799 e,HR 8799,1,4,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000
HS Psc b,HS Psc,1,1,01h37m23.37s,24.3473790,+26d57m10.09s,26.9528036,37.6604000,0.0995000,-0.0989000
HU Aqr AB b,HU Aqr,2,2,21h07m58.13s,316.9921976,-05d17m41.53s,-5.2948694,192.1980787,2.3303607,-2.3303607
HU Aqr AB c,HU Aqr,2,2,21h07m58.13s,316.9921976,-05d17m41.53s,-5.2948694,192.1980787,2.3303607,-2.3303607
IC 4651 9122 b,IC 4651 9122,1,1,17h24m50.07s,261.2086139,-49d56m56.15s,-49.9489317,859.3240000,31.9890000,-31.9890000
ITG 15 b,ITG 15 A,2,1,04h39m44.89s,69.9370379,+26d01m52.37s,26.0312128,136.3700000,2.1130000,-2.0520000
K2-10 b,K2-10,1,1,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,272.3600000,3.1120000,-3.0440000
K2-100 b,K2-100,1,1,08h38m24.26s,129.6010863,+20d06m21.63s,20.1060074,188.9590000,2.4710000,-2.4100000
K2-101 b,K2-101,1,1,08h41m22.54s,130.3439097,+18d56m01.75s,18.9338205,188.3300000,2.1280000,-2.0820000
K2-102 b,K2-102,1,1,08h40m13.41s,130.0558953,+19d46m43.51s,19.7787519,188.1750000,2.0650000,-2.0220000
K2-104 b,K2-104,1,1,08h38m32.80s,129.6366594,+19d46m25.39s,19.7737202,189.2890000,3.9960000,-3.8370000
K2-105 b,K2-105,1,1,08h21m40.87s,125.4202985,+13d29m51.04s,13.4975122,197.9890000,1.5550000,-1.5300000
K2-107 b,K2-107,1,1,18h59m56.49s,284.9853550,-22d17m36.31s,-22.2934206,685.2000000,20.5020000,-19.3640000
K2-108 b,K2-108,1,1,08h13m31.64s,123.3818484,+16d25m10.26s,16.4195160,477.2950000,10.0940000,-9.6920000
K2-11 b,K2-11,1,1,11h16m10.04s,169.0418328,+01d59m12.06s,1.9866832,329.3090000,2.6820000,-2.6410000
K2-110 b,K2-110,1,1,13h49m23.94s,207.3497402,-12d17m05.71s,-12.2849182,116.4740000,0.4310000,-0.4270000
K2-111 b,K2-111,1,2,03h59m33.67s,59.8903081,+21d17m54.69s,21.2985263,200.3940000,2.7630000,-2.6900000
K2-111 c,K2-111,1,2,03h59m33.67s,59.8903081,+21d17m54.69s,21.2985263,200.3940000,2.7630000,-2.6900000
K2-113 b,K2-113,1,1,01h17m47.85s,19.4493823,+06d52m07.85s,6.8688469,635.7220000,13.4300000,-13.4300000
K2-114 b,K2-114,1,1,08h31m31.90s,127.8829120,+11d55m20.12s,11.9222550,475.7580000,8.2520000,-7.9800000
K2-115 b,K2-115,1,1,08h26m12.84s,126.5535002,+12d16m54.66s,12.2818510,413.5910000,4.3120000,-4.2250000
K2-116 b,K2-116,1,1,22h24m36.56s,336.1523363,-11d34m45.55s,-11.5793181,49.3855000,0.1247000,-0.1240000
K2-117 b,K2-117,1,2,08h55m25.38s,133.8557342,+10d28m09.18s,10.4692176,101.6320000,0.3740000,-0.3720000
K2-117 c,K2-117,1,2,08h55m25.38s,133.8557342,+10d28m09.18s,10.4692176,101.6320000,0.3740000,-0.3720000
K2-118 b,K2-118,1,1,08h48m30.45s,132.1268608,+15d39m21.23s,15.6558964,321.7220000,3.7605000,-3.7605000
K2-119 b,K2-119,1,1,08h48m02.37s,132.0098683,+16d54m06.36s,16.9017663,365.5810000,4.3700000,-4.2700000
K2-12 b,K2-12,1,1,11h32m46.06s,173.1919022,+02d14m40.85s,2.2446794,326.3810000,6.2820000,-6.0530000
K2-120 b,K2-120,1,1,08h48m34.28s,132.1428530,+17d11m26.09s,17.1905813,289.5438740,2.3252793,-2.3252793
K2-121 b,K2-121,1,1,08h27m44.80s,126.9366624,+17d34m45.58s,17.5793267,169.3980000,1.0610000,-1.0480000
K2-122 b,K2-122,2,1,08h25m54.29s,126.4762179,+20d21m33.62s,20.3593384,72.0444000,0.2532000,-0.2532000
K2-123 b,K2-123,1,1,08h57m46.59s,134.4441404,+21d27m11.79s,21.4532748,161.5550000,0.6520000,-0.6520000
K2-124 b,K2-124,1,1,08h54m33.85s,133.6410515,+23d07m58.62s,23.1329509,140.3850000,1.3200000,-1.2960000
K2-125 b,K2-125,1,1,13h36m34.05s,204.1418754,-14d56m52.15s,-14.9478195,124.1560000,0.8300000,-0.8300000
K2-126 b,K2-126,1,1,13h34m11.21s,203.5467021,-13d34m37.09s,-13.5769705,102.9530000,0.7770000,-0.7660000
K2-127 b,K2-127,1,1,13h48m18.79s,207.0782895,-11d35m20.36s,-11.5889878,709.9990000,20.5260000,-19.4230000
K2-128 b,K2-128,1,1,13h37m45.04s,204.4376666,-08d35m49.51s,-8.5970858,114.6370000,0.9300000,-0.9150000
K2-129 b,K2-129,1,1,19h16m35.65s,289.1485491,-25d38m46.76s,-25.6463233,27.7957000,0.0746000,-0.0742000
K2-13 b,K2-13,1,1,11h20m37.31s,170.1554763,+02d30m09.91s,2.5027534,342.3940000,4.4360000,-4.3260000
K2-130 b,K2-130,1,1,19h21m04.93s,290.2705419,-19d41m27.15s,-19.6908744,118.0110000,0.5190000,-0.5140000
K2-131 b,K2-131,1,1,12h11m00.34s,182.7514040,-09d45m54.86s,-9.7652392,152.5090000,1.0790000,-1.0630000
K2-132 b,K2-132,1,1,12h08m39.90s,182.1662666,-08d44m49.98s,-8.7472172,609.8180000,17.9420000,-16.9620000
K2-133 b,K2-133,1,4,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703000,0.2012000,-0.2012000
K2-133 c,K2-133,1,4,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703000,0.2012000,-0.2012000
K2-133 d,K2-133,1,4,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703000,0.2012000,-0.2012000
K2-133 e,K2-133,1,4,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703000,0.2012000,-0.2012000
K2-136 b,K2-136,2,3,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474000,0.1877000,-0.1865000
K2-136 c,K2-136,2,3,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474000,0.1877000,-0.1865000
K2-136 d,K2-136,2,3,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474000,0.1877000,-0.1865000
K2-137 b,K2-137,1,1,12h27m28.90s,186.8704260,-06d11m42.78s,-6.1952168,98.8765000,0.6176000,-0.6101000
K2-138 b,K2-138,1,6,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.5850000,2.0280000,-1.9890000
K2-138 c,K2-138,1,6,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.5850000,2.0280000,-1.9890000
K2-138 d,K2-138,1,6,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.5850000,2.0280000,-1.9890000
K2-138 e,K2-138,1,6,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.5850000,2.0280000,-1.9890000
K2-138 f,K2-138,1,6,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.5850000,2.0280000,-1.9890000
K2-138 g,K2-138,1,6,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.5850000,2.0280000,-1.9890000
K2-139 b,K2-139,1,1,19h16m16.01s,289.0667070,-17d54m38.57s,-17.9107147,153.8560000,0.9320000,-0.9210000
K2-14 b,K2-14,1,1,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222,364.0480000,8.0990000,-8.0990000
K2-140 b,K2-140,1,1,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.9170000,8.2870000,-7.9170000
K2-141 b,K2-141,1,2,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736000,0.1662000,-0.1654000
K2-141 c,K2-141,1,2,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736000,0.1662000,-0.1654000
K2-146 b,K2-146,1,2,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002000,0.4780000,-0.4723000
K2-146 c,K2-146,1,2,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002000,0.4780000,-0.4723000
K2-147 b,K2-147,1,1,19h35m19.93s,293.8330329,-28d29m54.51s,-28.4984750,90.5494000,0.2767000,-0.2750000
K2-148 b,K2-148,2,3,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580,124.4580000,0.6260000,-0.6190000
K2-148 c,K2-148,2,3,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580,124.4580000,0.6260000,-0.6190000
K2-148 d,K2-148,2,3,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580,124.4580000,0.6260000,-0.6190000
K2-149 b,K2-149,1,1,00h39m17.22s,9.8217519,+07d16m37.18s,7.2769939,123.6760000,0.5430000,-0.5390000
K2-15 b,K2-15,1,1,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649,493.9920000,9.0765000,-9.0765000
K2-150 b,K2-150,1,1,01h13m22.65s,18.3443908,+08d59m14.76s,8.9874328,102.4830000,0.8020000,-0.7890000
K2-151 b,K2-151,2,1,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.4798000,0.1524000,-0.1517000
K2-152 b,K2-152,1,1,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311,108.4490000,0.4140000,-0.4110000
K2-153 b,K2-153,1,1,12h15m14.13s,183.8088709,+02d01m15.16s,2.0208765,143.1250000,0.9150000,-0.9030000
K2-154 b,K2-154,1,2,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.3560000,0.4450000,-0.4450000
K2-154 c,K2-154,1,2,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.3560000,0.4450000,-0.4450000
K2-155 b,K2-155,1,3,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.7998000,0.2864000,-0.2841000
K2-155 c,K2-155,1,3,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.7998000,0.2864000,-0.2841000
K2-155 d,K2-155,1,3,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.7998000,0.2864000,-0.2841000
K2-156 b,K2-156,1,1,12h10m47.92s,182.6996730,-06d17m39.68s,-6.2943552,150.2100000,1.0850000,-1.0690000
K2-157 b,K2-157,1,1,12h15m00.36s,183.7514959,-05d46m55.26s,-5.7820178,298.3730000,4.5900000,-4.4550000
K2-158 b,K2-158,1,2,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879,197.2990000,2.0610000,-2.0200000
K2-158 c,K2-158,1,2,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879,197.2990000,2.0610000,-2.0200000
K2-159 b,K2-159,1,1,12h02m09.81s,180.5408896,-03d34m51.26s,-3.5809053,170.9980000,1.4240000,-1.4020000
K2-16 b,K2-16,1,3,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.9670000,4.1785000,-4.1785000
K2-16 c,K2-16,1,3,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.9670000,4.1785000,-4.1785000
K2-160 b,K2-160,1,1,12h16m13.08s,184.0545174,-03d33m11.12s,-3.5530888,315.3630000,4.5120000,-4.3890000
K2-161 b,K2-161,1,1,12h15m10.52s,183.7938491,-03d29m44.49s,-3.4956913,916.3190000,46.3410000,-46.3410000
K2-162 b,K2-162,1,1,12h24m09.21s,186.0383865,-01d06m41.32s,-1.1114790,124.4330000,0.6170000,-0.6100000
K2-163 b,K2-163,1,1,12h09m19.02s,182.3292517,-00d32m21.63s,-0.5393421,208.5290000,4.2480000,-4.0840000
K2-164 b,K2-164,1,1,11h27m44.08s,171.9336590,-00d03m46.26s,-0.0628488,375.6700000,7.7130000,-7.4140000
K2-165 b,K2-165,1,3,12h19m36.12s,184.9004881,+00d58m05.98s,0.9683270,134.5910000,1.2000000,-1.1780000
K2-165 c,K2-165,1,3,12h19m36.12s,184.9004881,+00d58m05.98s,0.9683270,134.5910000,1.2000000,-1.1780000
K2-165 d,K2-165,1,3,12h19m36.12s,184.9004881,+00d58m05.98s,0.9683270,134.5910000,1.2000000,-1.1780000
K2-166 b,K2-166,1,2,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.8820000,9.6920000,-9.3210000
K2-167 b,K2-167,1,1,22h26m18.27s,336.5761233,-18d00m41.99s,-18.0116650,80.8994000,0.4731000,-0.4677000
K2-168 b,K2-168,1,2,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000,4.2390000,-4.0990000
K2-169 b,K2-169,1,1,22h28m10.62s,337.0442461,-14d35m57.62s,-14.5993376,235.8670000,4.6980000,-4.5220000
K2-17 b,K2-17,1,1,11h53m19.12s,178.3296746,+06d24m44.34s,6.4123178,125.1060000,0.6630000,-0.6570000
K2-170 b,K2-170,1,2,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554,392.8720000,6.5020000,-6.2980000
K2-170 c,K2-170,1,2,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554,392.8720000,6.5020000,-6.2980000
K2-171 b,K2-171,1,1,22h09m21.79s,332.3407712,-13d25m43.90s,-13.4288624,606.1280000,18.7470000,-17.6730000
K2-172 b,K2-172,1,2,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819,249.7420000,2.9420000,-2.8760000
K2-172 c,K2-172,1,2,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819,249.7420000,2.9420000,-2.8760000
K2-173 b,K2-173,1,1,04h01m30.06s,60.3752402,+15d37m30.47s,15.6251296,228.6410000,1.9560000,-1.9230000
K2-174 b,K2-174,1,1,04h03m10.31s,60.7929729,+16d20m49.80s,16.3471660,99.9293000,0.3607000,-0.3581000
K2-175 b,K2-175,1,1,03h30m00.85s,52.5035514,+17d35m02.79s,17.5841081,247.2660000,2.8050000,-2.7440000
K2-176 b,K2-176,1,1,03h53m04.60s,58.2691796,+17d54m25.01s,17.9069486,247.3020000,3.6760000,-3.5720000
K2-177 b,K2-177,1,1,03h40m55.11s,55.2296156,+20d44m09.92s,20.7360891,492.1670000,12.8800000,-12.2500000
K2-178 b,K2-178,1,1,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186,214.7530000,1.8380000,-1.8080000
K2-179 b,K2-179,1,1,03h55m11.23s,58.7967878,+23d45m24.31s,23.7567524,190.8100000,2.1260000,-2.0800000
K2-18 b,K2-18,1,2,11h30m14.43s,172.5601410,+07d35m16.19s,7.5878315,38.0266000,0.0795500,-0.0795500
K2-18 c,K2-18,1,2,11h30m14.43s,172.5601410,+07d35m16.19s,7.5878315,38.0266000,0.0795500,-0.0795500
K2-180 b,K2-180,1,1,08h25m51.45s,126.4643579,+10d14m47.68s,10.2465770,203.8960000,1.7420000,-1.7120000
K2-181 b,K2-181,1,1,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.9110000,5.3510000,-5.2010000
K2-182 b,K2-182,1,1,08h40m43.21s,130.1800460,+10d58m58.62s,10.9829509,154.8300000,1.2560000,-1.2360000
K2-183 b,K2-183,1,3,08h20m01.72s,125.0071770,+14d01m10.05s,14.0194586,329.0410000,4.2930000,-4.1850000
K2-183 c,K2-183,1,3,08h20m01.72s,125.0071770,+14d01m10.05s,14.0194586,329.0410000,4.2930000,-4.1850000
K2-183 d,K2-183,1,3,08h20m01.72s,125.0071770,+14d01m10.05s,14.0194586,329.0410000,4.2930000,-4.1850000
K2-184 b,K2-184,1,1,08h36m33.73s,129.1405227,+14d27m42.78s,14.4618826,75.5857000,0.3346000,-0.3318000
K2-185 b,K2-185,1,2,08h41m02.32s,130.2596625,+14d41m24.80s,14.6902225,268.3570000,3.2980000,-3.2200000
K2-185 c,K2-185,1,2,08h41m02.32s,130.2596625,+14d41m24.80s,14.6902225,268.3570000,3.2980000,-3.2200000
K2-186 b,K2-186,1,1,09h01m20.41s,135.3350487,+18d49m31.04s,18.8252879,330.7390000,5.4440000,-5.2740000
K2-187 b,K2-187,1,4,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,5.7270000,-5.5390000
K2-187 c,K2-187,1,4,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,5.7270000,-5.5390000
K2-187 d,K2-187,1,4,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,5.7270000,-5.5390000
K2-187 e,K2-187,1,4,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,5.7270000,-5.5390000
K2-188 b,K2-188,1,2,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,8.7070000,-8.3850000
K2-188 c,K2-188,1,2,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,8.7070000,-8.3850000
K2-189 b,K2-189,1,2,13h34m29.15s,203.6214411,-15d02m11.46s,-15.0365158,242.1130000,1.9400000,-1.9100000
K2-189 c,K2-189,1,2,13h34m29.15s,203.6214411,-15d02m11.46s,-15.0365158,242.1130000,1.9400000,-1.9100000
K2-19 b,K2-19,1,3,11h39m50.46s,174.9602543,+00d36m12.95s,0.6035960,289.8270000,5.6800000,-5.4690000
K2-19 c,K2-19,1,3,11h39m50.46s,174.9602543,+00d36m12.95s,0.6035960,289.8270000,5.6800000,-5.4690000
K2-19 d,K2-19,1,3,11h39m50.46s,174.9602543,+00d36m12.95s,0.6035960,289.8270000,5.6800000,-5.4690000
K2-190 b,K2-190,1,2,13h41m27.13s,205.3630485,-13d09m39.13s,-13.1608686,160.6790000,1.1500000,-1.1350000
K2-190 c,K2-190,1,2,13h41m27.13s,205.3630485,-13d09m39.13s,-13.1608686,160.6790000,1.1500000,-1.1350000
K2-191 b,K2-191,1,1,13h26m33.39s,201.6391407,-12d48m24.03s,-12.8066737,287.1880000,2.3870000,-2.3480000
K2-192 b,K2-192,1,1,13h46m19.75s,206.5823122,-11d33m22.87s,-11.5563527,221.7530000,1.8180000,-1.7880000
K2-193 b,K2-193,1,1,13h40m56.91s,205.2371043,-11d00m33.60s,-11.0093342,411.9230000,3.6460000,-3.5830000
K2-194 b,K2-194,1,1,13h38m26.15s,204.6089755,-08d55m37.78s,-8.9271609,629.5100000,18.6040000,-17.5840000
K2-195 b,K2-195,1,2,13h19m19.56s,199.8315191,-08d30m34.33s,-8.5095364,315.0140000,4.2040000,-4.0960000
K2-195 c,K2-195,1,2,13h19m19.56s,199.8315191,-08d30m34.33s,-8.5095364,315.0140000,4.2040000,-4.0960000
K2-196 b,K2-196,1,1,13h21m49.50s,200.4562487,-08d28m18.16s,-8.4717104,584.8770000,22.5970000,-21.0030000
K2-197 b,K2-197,1,1,13h29m34.43s,202.3934779,-07d22m26.32s,-7.3739779,247.6370000,2.3930000,-2.3490000
K2-198 b,K2-198,1,3,13h15m22.48s,198.8436817,-06d27m53.96s,-6.4649888,110.5670000,0.8740000,-0.8600000
K2-198 c,K2-198,1,3,13h15m22.48s,198.8436817,-06d27m53.96s,-6.4649888,110.5670000,0.8740000,-0.8600000
K2-198 d,K2-198,1,3,13h15m22.48s,198.8436817,-06d27m53.96s,-6.4649888,110.5670000,0.8740000,-0.8600000
K2-199 b,K2-199,1,2,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.5180000,0.6020000,-0.5960000
K2-199 c,K2-199,1,2,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.5180000,0.6020000,-0.5960000
K2-200 b,K2-200,1,1,13h29m00.29s,202.2512060,-04d36m36.19s,-4.6100532,184.1310000,1.8750000,-1.8390000
K2-201 b,K2-201,1,2,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,197.9320000,1.6750000,-1.6470000
K2-201 c,K2-201,1,2,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,197.9320000,1.6750000,-1.6470000
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,1,1,17h59m31.16s,269.8798333,-27d36m26.90s,-27.6074722,5200.0000000,240.0000000,-240.0000000
K2-202 b,K2-202,1,1,18h53m03.44s,283.2643203,-22d24m25.40s,-22.4070553,300.3970000,2.6510000,-2.6060000
K2-203 b,K2-203,1,1,00h51m05.69s,12.7736909,-01d11m45.18s,-1.1958844,166.1470000,1.5720000,-1.5430000
K2-204 b,K2-204,1,1,01h09m31.80s,17.3825067,-00d31m03.91s,-0.5177539,577.2350000,17.8230000,-16.8050000
K2-205 b,K2-205,1,1,01h00m52.22s,15.2175909,+00d25m33.48s,0.4259660,405.3010000,9.1620000,-8.7730000
K2-206 b,K2-206,1,1,00h45m01.54s,11.2564264,+00d35m35.47s,0.5931866,244.4430000,3.1140000,-3.0390000
K2-207 b,K2-207,1,1,00h46m47.92s,11.6996481,+00d38m26.23s,0.6406182,363.0640000,5.6260000,-5.4600000
K2-208 b,K2-208,1,1,01h23m06.96s,20.7789809,+00d53m20.43s,0.8890076,256.8870000,3.2210000,-3.1440000
K2-209 b,K2-209,1,1,00h58m45.68s,14.6903464,+01d22m58.11s,1.3828070,76.4986000,0.3054000,-0.3031000
K2-21 b,K2-21,1,2,22h41m12.91s,340.3037846,-14d29m21.57s,-14.4893256,83.6448000,0.2665000,-0.2649000
K2-21 c,K2-21,1,2,22h41m12.91s,340.3037846,-14d29m21.57s,-14.4893256,83.6448000,0.2665000,-0.2649000
K2-210 b,K2-210,1,1,01h10m33.90s,17.6412694,+01d34m42.29s,1.5784137,176.5100000,1.8580000,-1.8190000
K2-211 b,K2-211,1,1,01h24m25.48s,21.1061587,+01d42m17.68s,1.7049101,272.2970000,4.1790000,-4.0570000
K2-212 b,K2-212,1,1,01h13m41.78s,18.4241015,+03d05m49.46s,3.0970732,109.2180000,0.9310000,-0.9160000
K2-213 b,K2-213,1,1,00h52m33.70s,13.1403998,+03d30m27.97s,3.5077702,389.7020000,6.9400000,-6.7040000
K2-214 b,K2-214,1,1,00h59m30.23s,14.8759777,+04d13m39.98s,4.2277722,300.6400000,4.1860000,-4.0750000
K2-215 b,K2-215,1,1,01h13m52.82s,18.4700795,+06d07m25.91s,6.1238647,403.9640000,6.4340000,-6.2400000
K2-216 b,K2-216,1,1,00h45m55.26s,11.4802354,+06d20m49.31s,6.3470302,115.4610000,0.7100000,-0.7010000
K2-217 b,K2-217,1,1,00h45m11.61s,11.2983678,+06d28m53.72s,6.4815879,381.8780000,7.6490000,-7.3600000
K2-218 b,K2-218,1,1,00h51m14.31s,12.8096130,+06d50m47.16s,6.8464327,394.0830000,10.0170000,-9.5410000
K2-219 b,K2-219,1,3,00h51m22.87s,12.8452963,+08d52m03.17s,8.8675474,325.4000000,4.8420000,-4.7050000
K2-219 c,K2-219,1,3,00h51m22.87s,12.8452963,+08d52m03.17s,8.8675474,325.4000000,4.8420000,-4.7050000
K2-219 d,K2-219,1,3,00h51m22.87s,12.8452963,+08d52m03.17s,8.8675474,325.4000000,4.8420000,-4.7050000
K2-22 b,K2-22,2,1,11h17m55.85s,169.4827046,+02d37m08.53s,2.6190363,243.8360000,2.7975000,-2.7975000
K2-220 b,K2-220,1,1,00h51m04.80s,12.7700071,+09d31m00.37s,9.5167694,233.5140000,2.7570000,-2.6950000
K2-221 b,K2-221,1,1,01h06m37.21s,16.6550286,+10d11m23.06s,10.1897385,318.8100000,6.7630000,-6.4930000
K2-222 b,K2-222,1,1,01h05m51.00s,16.4625203,+11d45m13.38s,11.7537171,101.3210000,0.6320000,-0.6250000
K2-223 b,K2-223,1,2,12h21m13.48s,185.3061830,-10d16m55.53s,-10.2820915,198.6040000,2.5670000,-2.5030000
K2-223 c,K2-223,1,2,12h21m13.48s,185.3061830,-10d16m55.53s,-10.2820915,198.6040000,2.5670000,-2.5030000
K2-224 b,K2-224,1,2,12h38m48.99s,189.7041426,-10d03m38.14s,-10.0605942,275.2550000,2.9350000,-2.8740000
K2-224 c,K2-224,1,2,12h38m48.99s,189.7041426,-10d03m38.14s,-10.0605942,275.2550000,2.9350000,-2.8740000
K2-225 b,K2-225,1,1,12h26m09.86s,186.5410958,-09d37m29.36s,-9.6248232,357.7780000,5.8960000,-5.7110000
